,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额
233,sz399249,综企指数,1108.417,-17.902,-1.589,1126.319,1120.881,1121.962,1108.22,39204612,360016325
234,sz399262,数字经济,2000.427,-82.254,-3.949,2082.681,2064.931,2069.011,2000.317,3359120990,102023812495
235,sz399263,创业数字,1831.103,-58.235,-3.082,1889.338,1878.793,1892.685,1830.71,3366712844,77737029120
236,sz399264,创新技术,1585.604,-51.898,-3.169,1637.502,1622.071,1636.499,1585.522,1910634648,52654278184
237,sz399265,创新药械,1492.865,30.761,2.104,1462.104,1457.571,1499.905,1449.254,394353703,13620446285
238,sz399266,创新能源,2843.863,-29.458,-1.025,2873.321,2864.502,2884.567,2839.319,509063139,20676640838
239,sz399269,创质量,5277.277,-75.648,-1.413,5352.925,5334.952,5357.162,5277.091,1071090206,52214645847
240,sz399274,深新基建,3807.487,-145.7,-3.686,3953.187,3920.251,3921.836,3807.298,2308424616,79177067634
241,sz399275,创医药,4186.883,62.151,1.507,4124.732,4109.513,4210.699,4082.711,455704895,16668523126
242,sz399276,创科技,5739.299,-102.89,-1.761,5842.189,5803.306,5838.965,5738.409,1600342826,55109565891
243,sz399277,公共健康,3215.371,-8.421,-0.261,3223.792,3206.621,3253.424,3190.903,1045651939,22050739125
244,sz399278,长江100,1940.016,-20.114,-1.026,1960.13,1952.154,1957.509,1938.952,3015963881,74854934742
245,sz399279,云科技50,3300.899,-141.268,-4.104,3442.167,3417.75,3422.247,3300.899,3144171961,94369464304
246,sz399280,生物50,3110.623,51.34,1.678,3059.283,3053.208,3123.83,3033.485,518001816,16089595283
247,sz399281,电子50,2912.652,-87.386,-2.913,3000.038,2987.648,2990.839,2912.052,1868894068,30725975790
248,sz399282,大数据50,4993.82,-215.939,-4.145,5209.759,5138.372,5149.252,4993.347,3112030150,66014677281
249,sz399283,机器人50,3259.746,-92.733,-2.766,3352.479,3335.545,3338.511,3258.983,1004856091,22235671286
250,sz399284,AI 50,3799.06,-155.234,-3.926,3954.294,3910.669,3917.473,3798.307,2832510823,76365576329
251,sz399285,物联网50,4060.364,-154.11,-3.657,4214.474,4191.414,4195.686,4060.137,2135904374,68966986846
252,sz399286,区块链50,3525.105,-90.746,-2.51,3615.851,3581.218,3595.287,3524.125,3456256048,52272681585
253,sz399290,深转交债,166.303,-0.66,-0.395,166.963,166.82,167.006,166.063,53503347,8969152687
254,sz399291,创精选88,4149.928,-65.377,-1.551,4215.305,4202.936,4230.955,4147.831,2512363254,46853216630
255,sz399292,民企发展,1119.56,-9.552,-0.846,1129.112,1127.432,1133.443,1119.102,6777668786,62385110430
256,sz399293,创业大盘,4525.462,-37.501,-0.822,4562.963,4538.124,4561.891,4520.303,746350494,41645856213
257,sz399294,中小创Q,3123.914,-33.774,-1.07,3157.688,3138.365,3138.365,3119.144,1512712549,40092503103
258,sz399295,创价值,5129.195,-48.837,-0.943,5178.032,5151.283,5195.784,5127.76,1367675430,42210354095
259,sz399296,创成长,5565.186,-27.304,-0.488,5592.49,5570.969,5605.581,5538.833,976126024,41645005743
260,sz399297,新浪100,4298.531,-19.176,-0.444,4317.707,4317.995,4317.995,4291.233,1325326984,9922164603
261,sz399298,深信中高,193.45,0.038,0.02,193.412,193.43,193.45,193.43,38495020,3839591340
262,sz399299,深信中低,223.883,0.055,0.025,223.828,223.855,223.883,223.843,1271000,127525530
263,sz399300,沪深300,4067.01,-30.278,-0.739,4097.288,4081.387,4088.881,4059.574,14889459200,285905227447
264,sz399301,深信用债,196.938,0.038,0.019,196.9,196.918,196.938,196.918,38795020,3869934600
265,sz399302,深公司债,200.527,0.058,0.029,200.469,200.488,200.527,200.488,38795020,3869934600
266,sz399303,国证2000,8491.212,-68.439,-0.8,8559.651,8547.074,8570.061,8488.774,27649535390,337300904101
267,sz399306,深证ETF,1489.717,-15.397,-1.023,1505.114,1499.198,1499.344,1488.744,21614281122,25750234765
268,sz399307,深证转债,305.057,-1.285,-0.419,306.342,306.134,306.336,304.651,183422686,30857786835
269,sz399310,国证A50,6473.027,-40.224,-0.618,6513.251,6484.93,6497.114,6456.727,3669321818,85269658094
270,sz399311,国证1000,4324.26,-32.658,-0.75,4356.918,4344.228,4352.998,4317.804,34658105458,549861723915
271,sz399312,国证300,4781.018,-40.189,-0.834,4821.207,4802.946,4811.03,4772.753,13210575712,286753981416
272,sz399313,巨潮100,4743.711,-20.352,-0.427,4764.063,4747.039,4761.806,4731.834,7099891140,127841862469
273,sz399314,巨潮大盘,4416.327,-24.943,-0.562,4441.27,4424.626,4436.62,4406.703,11721745350,210495544282
274,sz399315,巨潮中盘,4290.425,-48.323,-1.114,4338.748,4328.909,4338.016,4287.537,8774605314,164702149020
275,sz399316,巨潮小盘,5212.477,-46.023,-0.875,5258.5,5252.293,5263.661,5209.993,14161754794,174664030612
276,sz399317,国证Ａ指,5509.617,-40.516,-0.73,5550.133,5536.351,5549.72,5503.447,75169758387,1040884236807
277,sz399318,国证Ｂ指,4966.547,-12.743,-0.256,4979.29,4970.74,4971.386,4956.4,33640695,213612444
278,sz399319,资源优势,2397.235,-18.319,-0.758,2415.554,2411.737,2431.783,2390.256,4200969839,43930649726
279,sz399320,国证服务,2207.117,-3.328,-0.151,2210.445,2207.211,2219.944,2198.941,4236051905,32816434156
280,sz399321,国证红利,6554.193,-30.587,-0.465,6584.78,6561.912,6577.528,6533.203,3999579896,41472784056
281,sz399322,国证治理,8631.762,-43.526,-0.502,8675.288,8642.784,8669.922,8614.911,2123865534,43001834548
282,sz399324,深证红利,9542.194,-78.428,-0.815,9620.622,9582.701,9606.858,9532.913,1860432021,26363780250
283,sz399326,成长40,5006.501,-91.735,-1.799,5098.236,5074.162,5078.884,5004.974,1218742423,39008038014
284,sz399328,深证治理,10578.426,-181.152,-1.684,10759.578,10694.415,10697.661,10576.129,980703633,30914267517
285,sz399330,深证100,5269.922,-69.203,-1.296,5339.125,5310.14,5310.14,5266.859,3885574735,107729080211
286,sz399333,中小100R,8954.438,-149.278,-1.64,9103.716,9057.011,9057.011,8948.943,3301432690,74186030008
287,sz399335,深证央企,4557.817,-69.464,-1.501,4627.281,4606.834,4611.792,4556.088,1885438088,31332990662
288,sz399337,深证民营,5070.142,-79.49,-1.544,5149.632,5117.8,5118.128,5066.293,2861052759,84681090492
289,sz399339,深证科技,7658.624,-143.501,-1.839,7802.125,7753.548,7753.548,7655.42,3578241044,112767271247
290,sz399341,深证责任,1809.616,-21.12,-1.154,1830.736,1821.954,1825.757,1809.348,3052988166,63206023219
291,sz399344,深证300R,6194.95,-82.606,-1.316,6277.556,6251.006,6252.059,6192.654,9395086052,213447901172
292,sz399346,深证成长,3711.327,-52.773,-1.402,3764.1,3745.561,3747.456,3707.45,2454327221,75678765094
293,sz399348,深证价值,6003.154,-93.643,-1.536,6096.797,6075.679,6075.7,6000.656,4735509825,59893016799
294,sz399350,皖江30,2534.531,-42.992,-1.668,2577.523,2564.805,2568.731,2532.779,819052558,14623648647
295,sz399351,创新示范,8692.929,-124.145,-1.408,8817.074,8767.895,8767.895,8688.836,2573706471,53909572087
296,sz399352,深企综指,8043.391,-104.044,-1.277,8147.435,8107.853,8107.891,8042.01,5926606971,101299455448
297,sz399353,国证物流,2375.396,12.867,0.545,2362.529,2358.29,2378.996,2353.117,1556683660,13266888267
298,sz399354,分析师指数,7829.006,-67.274,-0.852,7896.28,7863.446,7878.312,7815.999,4786578097,125578954880
299,sz399355,长三角,3203.385,-9.789,-0.305,3213.174,3202.799,3217.308,3188.103,1425285157,35164579786
300,sz399356,珠三角,8994.808,-115.159,-1.264,9109.967,9058.574,9060.375,8987.152,1799354862,37595554228
301,sz399357,环渤海,2821.378,-17.186,-0.605,2838.564,2831.391,2838.229,2810.815,4783516760,42239120686
302,sz399358,国证环保,5223.697,-31.305,-0.596,5255.002,5246.255,5265.647,5209.964,1089341355,29016035139
303,sz399359,国证基建,2861.4,-12.738,-0.443,2874.138,2862.501,2880.039,2847.607,4382845908,28320045713
304,sz399360,新硬件,4844.325,-142.083,-2.849,4986.408,4967.029,4969.685,4844.094,4440798721,87832243475
305,sz399361,在线消费,4072.599,-84.523,-2.033,4157.122,4141.234,4191.274,4072.305,5085184921,67213843440
306,sz399362,民企100,7166.611,-107.288,-1.475,7273.899,7239.014,7240.288,7164.275,2683143953,105853051015
307,sz399363,国证算力,4473.817,-252.34,-5.339,4726.157,4676.746,4688.864,4473.812,2220576758,100955172042
308,sz399364,消费100,9277.052,-121.034,-1.288,9398.086,9353.391,9377.282,9275.201,3891166655,128049200759
309,sz399365,国证粮食,14919.633,-115.31,-0.767,15034.943,14999.103,14999.103,14884.59,568373030,7728864764
310,sz399366,能源金属,1990.004,-29.424,-1.457,2019.428,2013.605,2019.024,1989.039,1008936797,17788616159
311,sz399367,1000地产,3884.904,-7.677,-0.197,3892.581,3879.72,3897.33,3856.809,1331678070,9243775979
312,sz399368,国证军工,7556.706,-86.093,-1.126,7642.799,7622.724,7631.303,7549.686,1052097440,24501916415
313,sz399369,国证责任,1583.659,-17.528,-1.095,1601.187,1593.898,1596.87,1581.288,4093259296,59088909881
314,sz399370,国证成长,4836.823,-49.509,-1.013,4886.332,4871.905,4880.852,4833.069,7315925847,206543922934
315,sz399371,国证价值,6052.798,-26.049,-0.429,6078.847,6064.27,6084.676,6037.533,14977719068,122199740080
316,sz399372,大盘成长,4978.489,-50.859,-1.011,5029.348,5009.062,5017.955,4973.2,2582189071,95991688714
317,sz399373,大盘价值,6949.922,-30.751,-0.441,6980.673,6957.186,6987.312,6929.901,6210731294,52057115088
318,sz399374,中盘成长,4752.168,-50.897,-1.06,4803.065,4795.372,4808.012,4749.683,1502839991,52473526487
319,sz399375,中盘价值,5305.541,-32.51,-0.609,5338.051,5329.112,5352.784,5291.748,4018368091,38676097416
320,sz399376,小盘成长,5667.504,-55.01,-0.961,5722.514,5717.335,5726.276,5666.13,3230896785,58078707734
321,sz399377,小盘价值,6815.455,-9.489,-0.139,6824.944,6824.716,6847.034,6801.893,4748619683,31466527575
322,sz399378,ESG 300,2562.671,-8.507,-0.331,2571.178,2564.415,2572.745,2556.755,9739837050,195382081925
323,sz399379,国证基金,7699.998,-73.073,-0.94,7773.071,7741.522,7743.989,7693.726,70667892126,88850315222
324,sz399380,国证ETF,1518.509,-14.838,-0.968,1533.347,1526.568,1527.707,1517.245,70241170151,88041101550
325,sz399381,1000能源,2831.956,-1.912,-0.067,2833.868,2838.159,2879.145,2828.478,2178053883,16212148085
326,sz399382,1000材料,2880.539,-29.205,-1.004,2909.744,2904.225,2907.16,2874.451,3964511213,53833591738
327,sz399383,1000工业,2797.587,-11.576,-0.412,2809.163,2803.983,2808.592,2790.981,5808252636,71455564121
328,sz399384,1000可选,3535.895,-30.486,-0.855,3566.381,3556.165,3560.057,3531.17,3859437590,44358825701
329,sz399385,1000消费,13198.403,61.69,0.47,13136.713,13121.634,13252.139,13062.065,784283563,29960432954
330,sz399386,1000医药,7727.436,129.861,1.709,7597.575,7585.032,7751.944,7536.477,1059398423,40618975481
331,sz399387,1000金融,4223.23,-6.257,-0.148,4229.487,4216.31,4243.746,4198.739,4554283985,41202470790
332,sz399388,1000信息,4897.536,-168.968,-3.335,5066.504,5031.221,5041.007,4897.142,7817526509,195434676382
333,sz399389,国证通信,3930.131,-178.218,-4.338,4108.349,4084.208,4088.106,3929.819,2983987865,54113497302
334,sz399390,1000公用,2367.317,10.492,0.445,2356.825,2361.769,2380.91,2357.184,1484643782,8612296022
335,sz399391,投资时钟,3310.916,16.933,0.514,3293.983,3287.292,3315.859,3280.658,4386001255,67881362813
336,sz399392,国证新兴,2646.083,-39.497,-1.471,2685.58,2672.829,2675.773,2645.397,5504852293,135500604601
337,sz399393,国证地产,4188.762,-7.884,-0.188,4196.646,4181.832,4204.05,4158.325,1687582871,11196236677
338,sz399394,国证医药,11418.291,193.45,1.723,11224.841,11205.385,11455.694,11132.121,899803708,36446637993
339,sz399395,国证有色,5835.507,-54.961,-0.933,5890.468,5879.754,5934.12,5819.09,1946828760,27936850416
340,sz399396,国证食品,26132.463,158.764,0.611,25973.699,25925.871,26235.529,25792.389,384161668,24295165505
341,sz399397,国证文化,2412.076,-28.492,-1.167,2440.568,2437.475,2465.281,2411.821,4730123467,64369345679
342,sz399398,绩效指数,12074.063,-63.14,-0.52,12137.203,12104.123,12150.581,12052.891,1221427076,44623859070
343,sz399399,中经GDP,7014.382,-54.429,-0.77,7068.811,7046.656,7049.166,6999.826,11775908532,192422821450
344,sz399400,大中盘,3662.461,-26.553,-0.72,3689.014,3676.753,3684.058,3656.112,20496350664,375197693303
345,sz399401,中小盘,4261.725,-43.296,-1.006,4305.021,4297.379,4306.518,4259.274,22936360108,339366179632
346,sz399402,周期100,3094.885,-36.313,-1.16,3131.198,3118.202,3118.202,3089.912,5084870296,79369043170
347,sz399403,防御100,9217.385,10.302,0.112,9207.083,9184.935,9260.113,9142.964,2887796263,80467496696
348,sz399404,大盘低波,5226.792,-21.557,-0.411,5248.349,5233.41,5263.99,5212.06,5102285210,42552339137
349,sz399405,大盘高贝,2320.263,-26.758,-1.14,2347.021,2336.005,2338.146,2319.862,1896473053,71016422418
350,sz399406,中盘低波,12027.481,-79.726,-0.659,12107.207,12094.702,12114.086,11999.015,4330935437,50547955843
351,sz399407,中盘高贝,2573.366,-43.083,-1.647,2616.449,2609.118,2609.118,2572.518,2239285726,60397794551
352,sz399408,小盘低波,14092.883,-66.409,-0.469,14159.292,14145.518,14192.065,14067.578,5252363488,39310306931
353,sz399409,小盘高贝,5028.719,-84.353,-1.65,5113.072,5105.488,5115.533,5028.275,4804977222,82059403549
354,sz399410,苏州率先,2076.292,-46.159,-2.175,2122.451,2117.535,2117.535,2075.766,699342864,14090327515
355,sz399411,红利100,3335.431,-1.203,-0.036,3336.634,3337.197,3347.621,3326.976,3460151295,30207633593
356,sz399412,国证新能,3027.651,-20.773,-0.681,3048.424,3043.051,3057.603,3019.662,1117328984,34860633641
357,sz399413,国证转债,152.04,-0.36,-0.236,152.4,152.345,152.433,151.908,293333096,45817106437
358,sz399415,I100,6743.741,-55.546,-0.817,6799.287,6800.82,6824.603,6738.263,1113697275,32084471275
359,sz399416,I300,3537.922,-32.075,-0.898,3569.997,3564.988,3566.975,3532.949,1572062697,38951861117
360,sz399417,新能源车,3242.451,-34.703,-1.059,3277.154,3262.485,3271.376,3233.755,629780519,25479843143
361,sz399418,国证国安,4128.278,-108.252,-2.555,4236.53,4209.961,4211.071,4127.692,5299989834,116274367064
362,sz399419,国证高铁,1881.361,-25.475,-1.336,1906.836,1896.479,1900.714,1878.611,1430569936,13354824123
363,sz399420,国证保证,1175.737,-13.363,-1.124,1189.1,1183.103,1183.971,1172.59,1256673062,18300882350
364,sz399422,中关村A,3428.91,-50.316,-1.446,3479.226,3459.314,3481.139,3428.27,10248569197,155110250777
365,sz399423,中关村50,2794.714,-81.275,-2.826,2875.989,2850.167,2853.819,2792.57,1804360928,41660971292
366,sz399427,专利领先,2824.323,-1.361,-0.048,2825.684,2820.182,2842.082,2808.236,542676640,23742197270
367,sz399428,国证定增,3350.937,-40.705,-1.2,3391.642,3387.459,3387.459,3348.614,2531273884,30211676328
368,sz399429,新丝路,1479.907,-6.112,-0.411,1486.019,1484.714,1491.356,1477.671,2619669733,25405308226
369,sz399431,国证银行,5901.026,51.367,0.878,5849.659,5842.64,5922.394,5823.175,2152416928,14727060855
370,sz399432,智能汽车,5543.464,-83.575,-1.485,5627.039,5600.735,5605.315,5539.208,684183361,25887719938
371,sz399433,国证交运,1843.656,3.283,0.178,1840.373,1836.887,1849.267,1833.016,1416205032,10512978452
372,sz399434,国证传媒,2075.534,2.533,0.122,2073.001,2081.32,2138.066,2074.419,4594219534,42860507251
373,sz399435,国证农牧,4848.382,-26.15,-0.536,4874.532,4869.27,4882.147,4844.075,709554628,8487657789
374,sz399436,绿色煤炭,3967.964,-20.883,-0.524,3988.847,3984.078,4014.865,3965.106,569906477,5233193527
375,sz399437,证券龙头,5479.914,-83.302,-1.497,5563.216,5533.457,5533.792,5468.598,1162010466,15287863825
376,sz399438,绿色电力,1926.339,4.327,0.225,1922.012,1928.494,1941.673,1920.332,1478910692,10337862327
377,sz399439,国证油气,1702.373,1.822,0.107,1700.551,1705.871,1737.806,1701.077,2944689290,20910730480
378,sz399440,国证钢铁,1286.958,-11.017,-0.849,1297.975,1296.449,1302.765,1284.417,1011820965,4642611899
379,sz399441,生物医药,3379.898,75.552,2.286,3304.346,3299.493,3397.111,3275.581,350416531,17219339585
380,sz399481,企债指数,126.307,0.01,0.008,126.297,126.297,126.307,126.297,46786460,4621203497
381,sz399550,央视50,7251.101,-40.652,-0.558,7291.753,7258.454,7278.223,7234.712,1779052852,44982500301
382,sz399551,央视创新,8857.112,-246.509,-2.708,9103.621,9030.486,9045.124,8857.055,2191053419,57355522954
383,sz399552,央视成长,8131.911,-51.504,-0.629,8183.415,8154.59,8160.563,8108.139,1856591176,38679264801
384,sz399553,央视回报,7913.628,-71.538,-0.896,7985.166,7961.067,7963.685,7894.644,801529252,28659087000
385,sz399554,央视治理,7209.482,-69.383,-0.953,7278.865,7239.224,7245.553,7191.409,2178554680,40957318837
386,sz399555,央视责任,4862.093,-27.372,-0.56,4889.465,4868.448,4882.62,4850.884,2155979576,32653266424
387,sz399556,央视生态,2654.016,-23.263,-0.869,2677.279,2668.984,2675.895,2649.454,1287691802,28894414315
388,sz399557,央视文化,2001.598,-25.669,-1.266,2027.267,2023.266,2045.657,2000.927,4730123467,64369345679
389,sz399602,中小成长,1188.586,-20.74,-1.715,1209.326,1204.442,1204.442,1188.085,2424470566,52462623122
390,sz399604,中小价值,2001.384,-19.318,-0.956,2020.702,2018.33,2019.608,1999.237,2724745870,30599932707
391,sz399606,创业板R,2576.006,-24.85,-0.955,2600.856,2589.055,2598.224,2573.686,1850554070,73215509979
392,sz399608,科技100,3288.667,-56.453,-1.688,3345.12,3323.012,3323.361,3286.577,2462518453,81914573253
393,sz399610,TMT50,6352.344,-261.574,-3.955,6613.918,6564.415,6570.229,6351.258,3268824758,85395226749
394,sz399611,中创100R,2625.561,-34.312,-1.29,2659.873,2644.488,2647.305,2622.922,2871904722,95231901546
395,sz399612,中创100,2327.255,-30.413,-1.29,2357.668,2344.031,2346.528,2324.916,2871904722,95231901546
396,sz399613,深证能源,3488.259,-16.495,-0.471,3504.754,3505.9,3538.927,3485.419,279811871,2455494420
397,sz399614,深证材料,3251.963,-41.812,-1.269,3293.775,3285.051,3287.853,3247.128,1951245041,30211361991
398,sz399615,深证工业,3578.648,-28.267,-0.784,3606.915,3600.801,3608.479,3574.198,1858796020,41541356446
399,sz399616,深证可选,5526.147,-66.194,-1.184,5592.341,5571.963,5588.423,5523.97,2519198930,28677726196
400,sz399617,深证消费,13615.761,11.615,0.085,13604.146,13578.351,13700.377,13505.052,215959242,11043991796
401,sz399618,深证医药,11871.548,151.144,1.29,11720.404,11692.982,11924.37,11612.784,648090908,23286518153
402,sz399619,深证金融,5907.835,-19.39,-0.327,5927.225,5901.648,5939.997,5870.173,1064985258,12721480105
403,sz399620,深证信息,4543.396,-160.8,-3.418,4704.196,4666.432,4673.664,4543.396,6297200507,139811787642
404,sz399621,深证电信,3298.473,-186.44,-5.35,3484.913,3487.08,3488.967,3298.178,699204404,21246278660
405,sz399622,深证公用,1724.883,19.387,1.137,1705.496,1717.505,1736.427,1716.371,591068310,3887209071
406,sz399623,中小基础,8207.328,-113.924,-1.369,8321.252,8292.192,8292.192,8203.119,10542140991,151943199788
407,sz399624,中创400,2178.397,-29.894,-1.354,2208.291,2203.129,2207.293,2178.326,10758088221,170810543169
408,sz399625,中创500,2058.312,-27.617,-1.324,2085.929,2077.062,2079.427,2057.963,13630860804,266068254814
409,sz399626,中创成长,1663.306,-27.084,-1.602,1690.39,1682.037,1682.312,1662.347,3140537839,103777627298
410,sz399627,中创价值,2249.967,-28.076,-1.232,2278.043,2270.681,2277.245,2249.864,5469798104,74246547402
411,sz399628,700成长,2058.725,-27.737,-1.329,2086.462,2083.226,2083.297,2057.97,3541205444,67649311238
412,sz399629,700价值,2552.365,-6.205,-0.243,2558.57,2559.264,2571.146,2548.083,4560388115,42065322127
413,sz399630,1000成长,1505.767,-20.405,-1.337,1526.172,1520.123,1520.612,1504.666,6019813921,153951310824
414,sz399631,1000价值,2049.961,-19.987,-0.966,2069.948,2065.868,2068.682,2047.974,8808833309,93707133162
415,sz399632,深100EW,5100.266,-79.818,-1.541,5180.084,5153.644,5155.589,5098.266,3886410393,107751138924
416,sz399633,深300EW,5489.905,-72.465,-1.303,5562.37,5547.668,5555.222,5488.497,9397412780,213500991113
417,sz399634,中小等权,3792.95,-62.525,-1.622,3855.475,3843.8,3843.8,3792.041,3302493017,74209773072
418,sz399635,创业板EW,1919.895,-21.635,-1.114,1941.53,1934.751,1944.522,1919.096,1851026831,73233554677
419,sz399636,深证装备,4611.997,-81.76,-1.742,4693.757,4682.7,4684.15,4611.517,1744112257,49874876760
420,sz399637,深证地产,2344.436,-5.131,-0.218,2349.567,2347.002,2359.446,2332.661,640401266,3475645820
421,sz399638,深证环保,6114.912,-40.427,-0.657,6155.339,6136.418,6159.415,6085.107,927107950,22640127653
422,sz399639,深证大宗,2082.26,-22.257,-1.058,2104.517,2097.635,2101.289,2080.263,993483642,15330757009
423,sz399640,创业基础,2290.03,-28.235,-1.218,2318.265,2308.104,2316.546,2290.008,10445944970,201123474269
424,sz399641,深证新兴,2282.298,-39.872,-1.717,2322.17,2310.526,2310.548,2281.891,6633979995,174596869968
425,sz399642,中小新兴,2060.779,-43.803,-2.081,2104.582,2093.252,2093.252,2059.728,3623836134,74471026321
426,sz399643,创业新兴,2880.451,-31.375,-1.078,2911.826,2898.991,2910.473,2879.39,2716145187,90230822206
427,sz399644,深证时钟,3894.397,-4.187,-0.107,3898.584,3890.1,3914.688,3877.862,2985909753,41400116363
428,sz399645,100低波,9695.313,-186.416,-1.886,9881.729,9823.959,9823.959,9686.415,2706208954,56252099511
429,sz399646,深消费50,8618.492,-49.077,-0.566,8667.569,8634.941,8664.825,8591.46,1197446388,25198622329
430,sz399647,深医药50,11633.526,148.117,1.29,11485.409,11458.231,11688.786,11378.956,581691890,21284110493
431,sz399648,深证GDP,10526.221,-111.802,-1.051,10638.023,10598.337,10625.383,10519.492,3935950895,79809341032
432,sz399649,中小红利,3231.505,-13.86,-0.427,3245.365,3237.62,3249.362,3226.83,1085579119,15155845295
433,sz399650,中小治理,2531.56,-49.553,-1.92,2581.113,2566.411,2567.218,2528.715,1065770772,25628498701
434,sz399651,中小责任,1907.711,-32.14,-1.657,1939.851,1927.026,1927.923,1906.869,1384322362,28873986092
435,sz399652,中创高新,3839.027,-125.767,-3.172,3964.794,3926.141,3939.327,3839.027,1757146754,52573764551
436,sz399653,深证龙头,2653.343,-28.096,-1.048,2681.439,2667.408,2670.357,2651.573,2708515327,57144897087
437,sz399654,深证文化,2752.714,-44.19,-1.58,2796.904,2791.919,2836.341,2752.714,5666592628,69097715353
438,sz399655,深证绩效,11899.75,-95.694,-0.798,11995.444,11955.916,12019.91,11886.619,1803191445,49220426330
439,sz399656,100绩效,6540.972,-100.993,-1.521,6641.965,6606.793,6614.848,6536.671,3886410393,107751138924
440,sz399657,300绩效,6715.171,-83.789,-1.232,6798.96,6777.009,6790.594,6712.043,9397412780,213500991113
441,sz399658,中小绩效,4430.461,-82.551,-1.829,4513.012,4496.955,4496.955,4429.462,3302493017,74209773072
442,sz399659,深成指EW,4112.399,-48.172,-1.158,4160.571,4150.742,4158.839,4111.161,14990722729,287194236463
443,sz399660,中创EW,2453.517,-36.605,-1.47,2490.122,2477.552,2482.14,2452.342,2872772583,95257711645
444,sz399661,深证低波,5547.898,-65.932,-1.174,5613.83,5599.245,5605.064,5541.013,4344148785,67901852946
445,sz399662,深证高贝,1898.837,-24.312,-1.264,1923.149,1918.539,1922.069,1897.667,2575549021,79788629858
446,sz399663,中小低波,1840.506,-15.747,-0.848,1856.253,1853.185,1856.198,1836.949,3060576433,36663722586
447,sz399664,中小高贝,1191.822,-19.152,-1.582,1210.974,1209.136,1209.612,1191.337,2233845490,48689032652
448,sz399665,中创低波,2049.044,-25.586,-1.233,2074.63,2067.7,2075.585,2049.014,6615546619,107172246466
449,sz399666,中创高贝,1633.521,-32.252,-1.936,1665.773,1659.568,1661.045,1633.338,5144839265,136010592116
450,sz399667,创业板G,3687.139,-38.361,-1.03,3725.5,3706.424,3715.275,3683.009,1230387645,58021725230
451,sz399668,创业板V,3837.94,-64.428,-1.651,3902.368,3885.526,3924.685,3837.94,4124391667,63903485581
452,sz399669,深证农业,10725.209,-31.39,-0.292,10756.599,10731.199,10787.163,10675.137,596797572,15045561705
453,sz399670,深周期50,3560.759,-57.154,-1.58,3617.913,3598.042,3598.072,3559.463,2291750018,45131995398
454,sz399671,深防御50,8644.636,-12.538,-0.145,8657.174,8636.766,8693.531,8587.84,1172539484,36369458799
455,sz399672,深红利50,4194.208,-32.72,-0.774,4226.928,4210.874,4221.124,4185.267,751550660,9013054506
456,sz399673,创业板50,2319.846,-22.577,-0.964,2342.423,2329.269,2338.306,2317.941,968351733,42830475946
457,sz399674,深A医药,2476.788,29.831,1.219,2446.957,2442.001,2487.644,2424.518,1825316493,37308721980
458,sz399675,深互联网,3480.939,-101.357,-2.829,3582.296,3550.96,3589.423,3480.83,7943277186,132769550607
459,sz399676,深医药EW,3683.58,40.851,1.121,3642.729,3638.402,3700.722,3608.837,1825316493,37308721980
460,sz399677,深互联EW,4833.066,-69.764,-1.423,4902.83,4874.48,4976.348,4833.066,7943277186,132769550607
461,sz399678,深次新股,731.087,-10.253,-1.383,741.34,738.621,739.033,731.084,415906006,14992445574
462,sz399679,深证200R,4967.719,-68.073,-1.352,5035.792,5027.215,5031.407,4967.417,5511002387,105749852189
463,sz399680,深成能源,750.851,-7.869,-1.037,758.72,758.488,763.314,749.488,115688858,1419991735
464,sz399681,深成材料,1122.897,-14.565,-1.28,1137.462,1134.26,1135.409,1121.165,1795875344,27591777034
465,sz399682,深成工业,1595.486,-13.088,-0.814,1608.574,1605.016,1607.338,1593.075,1409498168,34013018847
466,sz399683,深成可选,1589.385,-20.616,-1.28,1610.001,1601.515,1605.7,1588.385,2393495237,26112230593
467,sz399684,深成消费,2755.442,4.21,0.153,2751.232,2747.339,2773.999,2734.01,436752869,12908689696
468,sz399685,深成医药,2406.741,32.04,1.349,2374.701,2369.463,2417.452,2353.685,670542342,23292596624
469,sz399686,深成金融,1813.51,-10.718,-0.588,1824.228,1815.057,1824.508,1804.702,1302316858,14644982587
470,sz399687,深成信息,3003.351,-108.523,-3.487,3111.874,3087.167,3091.779,3003.351,5505518650,124647047094
471,sz399688,深成电信,1704.473,-112.294,-6.181,1816.767,1813.003,1813.003,1704.352,442640327,17540933989
472,sz399689,深成公用,895.793,10.72,1.211,885.073,891.979,902.265,890.987,450433119,2467894087
473,sz399690,中小专利,2659.546,4.669,0.176,2654.877,2654.777,2675.421,2649.141,488341173,10602613298
474,sz399691,创业专利,2599.314,-3.057,-0.117,2602.371,2584.826,2620.931,2581.118,248045532,11060748184
475,sz399692,创业低波,3741.14,-68.002,-1.785,3809.142,3787.621,3809.776,3741.077,3304221959,64413251697
476,sz399693,安防产业,4547.608,-82.715,-1.786,4630.323,4593.765,4675.687,4547.242,1999272051,45950003403
477,sz399694,创业高贝,2966.967,-57.9,-1.914,3024.867,3014.624,3019.09,2965.838,2042820225,63267648490
478,sz399695,深证节能,2696.342,-24.762,-0.91,2721.104,2720.758,2724.453,2692.744,2293342364,40829160972
479,sz399696,深证创投,2910.67,-53.59,-1.808,2964.26,2956.773,2958.591,2910.425,3400374505,55549782328
