,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额
493,sz399805,互联金融,2949.181,-0.829,-0.028,2950.01,2939.99,2949.823,2933.627,203747590,3201727197
494,sz399806,环境治理,1308.147,1.159,0.089,1306.988,1307.633,1309.087,1307.327,40706978,350705617
495,sz399807,高铁产业,1395.914,-3.907,-0.279,1399.821,1398.652,1399.827,1392.579,105314068,864623841
496,sz399808,中证新能,3245.999,40.814,1.273,3205.185,3205.163,3246.034,3205.148,119996554,5873931393
497,sz399809,保险主题,1815.924,25.842,1.444,1790.082,1786.44,1815.924,1785.068,201720374,2798648749
498,sz399810,CSSW传媒,3017.443,-57.284,-1.863,3074.727,3063.877,3065.831,3006.96,437097491,5515106699
499,sz399811,CSSW电子,3444.223,-35.315,-1.015,3479.538,3446.375,3453.256,3436.566,197841565,6499278153
500,sz399812,养老产业,6842.853,1.243,0.018,6841.61,6838.409,6850.752,6821.067,84445408,2955362921
501,sz399813,中证国安,6158.745,-21.561,-0.349,6180.306,6172.621,6174.255,6152.028,281376733,5843677884
502,sz399814,大农业,1258.897,2.762,0.22,1256.135,1256.784,1258.964,1255.698,51527717,1024825869
503,sz399901,小康指数,5781.274,-11.483,-0.198,5792.757,5770.897,5781.395,5763.864,642442000,8818376901
504,sz399903,中证100,4028.589,8.251,0.205,4020.338,4008.195,4029.287,4007.137,603782500,15457345586
505,sz399905,中证 500,6446.157,-13.083,-0.203,6459.24,6448.756,6448.756,6433.606,1072259100,14113397143
506,sz399913,300 医药,10846.134,-82.899,-0.759,10929.033,10825.39,10872.82,10798.341,30350100,2148470089
507,sz399914,300 金融,5441.867,25.962,0.479,5415.905,5405.266,5441.867,5400.645,439821200,4981649309
508,sz399928,中证能源,2727.295,0.795,0.029,2726.5,2722.132,2727.295,2714.631,130854000,924129661
509,sz399932,中证消费,21070.26,50.276,0.239,21019.984,21020.457,21077.326,20990.725,36187300,1691739792
510,sz399933,中证医药,10671.01,-68.269,-0.636,10739.279,10668.217,10692.826,10628.344,70303100,3216493428
511,sz399934,中证金融,5136.835,23.026,0.45,5113.809,5104.95,5136.835,5100.446,597664200,5918459300
512,sz399935,中证信息,4807.065,-28.177,-0.583,4835.242,4798.555,4815.138,4793.174,310926000,10378637148
513,sz399959,军工指数,1556.537,-3.129,-0.201,1559.666,1557.974,1560.651,1555.956,29363367,735343002
514,sz399965,800地产,4249.397,-5.781,-0.136,4255.178,4253.334,4258.663,4243.555,46620815,309255869
515,sz399966,800非银,5212.188,25.605,0.494,5186.583,5170.633,5212.188,5162.658,331664609,4135917468
516,sz399967,中证军工,11367.322,-32.533,-0.285,11399.855,11386.63,11398.954,11364.981,57166665,1293360515
517,sz399970,移动互联,3376.145,-23.753,-0.699,3399.898,3376.666,3381.262,3365.226,422191631,11769709017
518,sz399971,中证传媒,1301.699,-25.966,-1.956,1327.665,1322.508,1323.246,1297.144,276974401,4221368745
519,sz399972,300深市,5178.862,20.679,0.401,5158.183,5148.899,5180.52,5148.508,395874071,12771618199
520,sz399973,中证国防,1730.311,-1.139,-0.066,1731.45,1730.234,1734.767,1728.658,13095630,431901788
521,sz399974,国企改革,1823.325,-0.77,-0.042,1824.095,1820.567,1823.604,1819.038,408503552,7990548214
522,sz399975,证券公司,708.748,1.341,0.19,707.407,705.715,708.748,703.422,392174639,3951883490
523,sz399976,CS新能车,4096.255,50.532,1.249,4045.723,4040.69,4097.296,4040.69,77832156,4287959954
524,sz399982,500等权,7887.938,-19.743,-0.25,7907.681,7896.74,7896.74,7875.783,1072259100,14113397143
525,sz399983,地产等权,4262.005,-7.479,-0.175,4269.484,4266.402,4271.403,4259.034,15244624,194329269
526,sz399986,中证银行,5811.436,27.256,0.471,5784.18,5782.071,5812.655,5779.859,223812665,1510528982
527,sz399987,中证酒,8691.916,31.304,0.361,8660.612,8673.251,8696.755,8639.571,15132243,1239866793
528,sz399989,中证医疗,10387.893,-116.125,-1.106,10504.018,10392.066,10421.205,10338.728,34086021,2004224193
529,sz399990,煤炭等权,2890.942,7.751,0.269,2883.191,2885.908,2891.634,2884.124,81021353,639729905
530,sz399991,一带一路,2124.996,-1.054,-0.05,2126.05,2123.369,2125.085,2120.852,446371566,4399400845
531,sz399992,CSWD并购,1732.756,-6.005,-0.345,1738.761,1737.889,1738.305,1732.043,82747312,875790426
532,sz399993,CSWD生科,3661.665,-36.963,-0.999,3698.628,3664.969,3672.527,3646.847,44083598,2253438071
533,sz399994,信息安全,1891.704,-7.749,-0.408,1899.453,1893.757,1894.884,1887.146,229669687,4649064402
534,sz399995,基建工程,4798.257,-21.806,-0.452,4820.063,4791.928,4806.809,4775.172,396789092,3201469345
535,sz399996,智能家居,3077.402,-12.768,-0.413,3090.17,3079.847,3081.391,3070.773,217889655,5293902414
536,sz399997,中证白酒,15629.383,69.141,0.444,15560.242,15577.047,15640.739,15530.345,7878856,1100643431
537,sz399998,中证煤炭,2228.858,8.311,0.374,2220.547,2222.761,2229.919,2221.774,81021353,639729905
538,sz980015,,10319.53,-42.281,-0.408,10361.811,10301.925,10348.623,10271.172,41669491,2423976909
539,sz980016,,8204.015,-57.929,-0.701,8261.944,8195.168,8225.47,8163.969,48911727,2709064568
540,sz980028,,10738.426,71.44,0.67,10666.986,10685.234,10745.24,10673.566,35461348,1013006935
541,sz980030,,4891.67,-43.387,-0.879,4935.057,4894.229,4904.381,4885.277,124814985,2967888567
542,sz980032,,13363.893,186.394,1.414,13177.499,13167.363,13363.893,13167.363,47048295,3011038155
