,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额
239,sz399269,创质量,5343.33,15.585,0.293,5327.745,5318.045,5345.377,5318.045,76756236,4009777637
240,sz399274,深新基建,3807.784,-14.918,-0.39,3822.702,3802.055,3813.634,3800.178,162097075,5016749437
241,sz399275,创医药,4161.251,-16.235,-0.389,4177.486,4161.497,4175.122,4147.342,27960759,985810520
242,sz399276,创科技,5740.505,-1.429,-0.025,5741.934,5725.901,5747.284,5725.7,99983767,4884730112
243,sz399277,公共健康,3216.145,3.125,0.097,3213.02,3209.974,3220.943,3204.447,56421468,1373025165
244,sz399278,长江100,1968.492,8.324,0.425,1960.168,1958.025,1969.012,1957.822,296213283,7779478692
245,sz399279,云科技50,3263.676,-28.09,-0.853,3291.766,3273.404,3273.404,3258.192,223930469,6840657428
246,sz399280,生物50,3103.529,-4.298,-0.138,3107.827,3098.184,3111.161,3090.414,42056602,1465580152
247,sz399281,电子50,2878.961,-23.269,-0.802,2902.23,2880.553,2883.775,2874.558,123632317,2403965080
248,sz399282,大数据50,4917.619,-17.757,-0.36,4935.376,4920.424,4926.771,4894.882,162790947,3159958669
249,sz399283,机器人50,3259.783,-2.949,-0.09,3262.732,3260.244,3265.997,3255.067,69346183,1489015967
250,sz399284,AI 50,3711.697,-27.686,-0.74,3739.383,3716.588,3717.954,3699.425,202964004,5580114858
251,sz399285,物联网50,4049.471,-13.986,-0.344,4063.457,4046.221,4054.862,4043.243,156065800,4869834632
252,sz399286,区块链50,3513.706,-2.963,-0.084,3516.669,3506.744,3515.309,3499.368,213857729,3366504183
253,sz399290,深转交债,167.878,-0.02,-0.012,167.898,167.875,167.917,167.759,2670700,462893898
254,sz399291,创精选88,4124.802,-7.924,-0.192,4132.726,4125.301,4131.921,4114.822,130361477,2953881331
255,sz399292,民企发展,1106.678,-4.889,-0.44,1111.567,1109.689,1109.689,1104.669,394678340,3627568360
256,sz399293,创业大盘,4602.168,18.97,0.414,4583.198,4571.507,4603.304,4571.507,78703396,4283776848
257,sz399294,中小创Q,3185.828,18.53,0.585,3167.298,3158.997,3186.653,3158.042,146014367,4563088391
258,sz399295,创价值,5113.623,-4.82,-0.094,5118.443,5106.437,5121.224,5103.918,75500614,3083122293
259,sz399296,创成长,5675.771,26.003,0.46,5649.768,5637.5,5678.097,5637.5,101143316,4588161479
260,sz399297,新浪100,4311.818,-12.039,-0.278,4323.857,4324.393,4324.393,4307.53,133354689,961477476
261,sz399298,深信中高,193.572,0.019,0.01,193.553,193.572,193.572,193.572,0,0
262,sz399299,深信中低,224.012,0.028,0.013,223.984,224.012,224.012,224.012,0,0
263,sz399300,沪深300,4157.577,8.193,0.197,4149.384,4139.309,4157.862,4138.462,1327922300,28302119625
264,sz399301,深信用债,197.062,0.018,0.009,197.044,197.062,197.062,197.062,0,0
265,sz399302,深公司债,200.679,0.019,0.009,200.66,200.679,200.679,200.679,0,0
266,sz399303,国证2000,8484.272,-30.827,-0.362,8515.099,8503.481,8503.481,8474.421,2145593121,25592769566
267,sz399306,深证ETF,1512.495,-1.378,-0.091,1513.873,1511.172,1512.95,1509.699,1414124951,1497781300
268,sz399307,深证转债,307.506,-0.023,-0.007,307.529,307.509,307.596,307.345,12456583,2244733136
269,sz399310,国证A50,6629.679,20.668,0.313,6609.011,6590.599,6629.852,6589.711,341272083,9658083058
270,sz399311,国证1000,4402.404,3.491,0.079,4398.913,4389.397,4402.404,4388.794,2912154370,49001934041
271,sz399312,国证300,4875.164,7.933,0.163,4867.231,4854.686,4875.169,4854.616,1054524923,26489907176
272,sz399313,巨潮100,4861.035,17.056,0.352,4843.979,4833.11,4861.035,4832.82,708986326,15038637504
273,sz399314,巨潮大盘,4515.951,12.259,0.272,4503.692,4493.134,4515.951,4492.91,1090674622,22646372293
274,sz399315,巨潮中盘,4367.092,-5.812,-0.133,4372.904,4363.746,4367.804,4357.478,708892385,12559480407
275,sz399316,巨潮小盘,5237.351,-13.18,-0.251,5250.531,5241.636,5241.899,5228.172,1112587363,13796081341
276,sz399317,国证Ａ指,5578.27,-3.11,-0.056,5581.38,5570.865,5578.301,5567.867,6067123056,86988712797
277,sz399318,国证Ｂ指,4988.883,-10.342,-0.207,4999.225,5002.468,5002.468,4987.591,1373826,7640623
278,sz399319,资源优势,2496.405,5.491,0.22,2490.914,2486.188,2496.857,2483.546,370012664,5064959756
279,sz399320,国证服务,2235.894,-6.665,-0.297,2242.559,2239.948,2240.001,2234.792,301802456,2380248586
280,sz399321,国证红利,6750.593,19.842,0.295,6730.751,6715.623,6750.593,6711.453,430185279,4938665048
281,sz399322,国证治理,8826.155,37.364,0.425,8788.791,8777.301,8827.473,8777.11,178168574,3461496693
282,sz399324,深证红利,9625.16,24.867,0.259,9600.293,9594.095,9634.997,9589.327,125853890,2127430869
283,sz399326,成长40,5053.161,12.92,0.256,5040.241,5022.506,5053.821,5022.506,97821443,3623020248
284,sz399328,深证治理,10637.289,34.726,0.328,10602.563,10594.945,10646.68,10594.307,76499687,2300411258
285,sz399330,深证100,5355.226,21.8,0.409,5333.426,5323.054,5356.62,5322.948,366237667,11593847812
286,sz399333,中小100R,9073.964,25.795,0.285,9048.169,9026.193,9076.884,9022.144,268222424,7433975680
287,sz399335,深证央企,4601.185,-10.493,-0.228,4611.678,4602.397,4604.563,4593.004,142062842,2183656731
288,sz399337,深证民营,5160.335,23.157,0.451,5137.178,5124.307,5160.828,5124.307,294159476,9804962608
289,sz399339,深证科技,7756.006,13.873,0.179,7742.133,7715.813,7761.053,7715.018,266165770,9510466411
290,sz399341,深证责任,1820.566,6.098,0.336,1814.468,1813.091,1821.633,1812.96,185155531,4283044492
291,sz399344,深证300R,6282.361,15.381,0.245,6266.98,6255.659,6284.133,6255.224,785206793,20334998392
292,sz399346,深证成长,3789.451,8.827,0.233,3780.624,3764.969,3790.169,3764.969,253066194,8384747296
293,sz399348,深证价值,6066.011,-7.722,-0.127,6073.733,6066.434,6070.174,6055.378,390955498,5799925624
294,sz399350,皖江30,2561.506,6.068,0.237,2555.438,2553.538,2561.506,2549.516,69452781,1445533081
295,sz399351,创新示范,8830.347,25.693,0.292,8804.654,8792.698,8831.908,8790.278,185466059,3791672477
296,sz399352,深企综指,8167.308,18.962,0.233,8148.346,8135.902,8167.882,8134.132,415180622,7254419423
297,sz399353,国证物流,2409.516,-2.31,-0.096,2411.826,2415.495,2415.495,2407.123,115505770,1134533800
298,sz399354,分析师指数,7986.426,11.131,0.14,7975.295,7953.644,7987.229,7953.212,478932952,13932548817
299,sz399355,长三角,3254.005,-6.87,-0.211,3260.875,3240.076,3254.264,3235.905,165230134,3808882664
300,sz399356,珠三角,9204.434,43.696,0.477,9160.738,9144.567,9206.518,9142.004,147668061,3841651910
301,sz399357,环渤海,2897.504,-3.91,-0.135,2901.414,2891.135,2897.642,2888.619,465628663,4919233882
302,sz399358,国证环保,5412.891,67.995,1.272,5344.896,5349.786,5412.999,5349.786,101853956,4998401869
303,sz399359,国证基建,2933.176,-12.137,-0.412,2945.313,2934.052,2934.406,2927.081,345451778,2553026393
304,sz399360,新硬件,4829.795,-19.819,-0.409,4849.614,4835.661,4836.991,4818.659,302413189,6415347333
305,sz399361,在线消费,3848.393,-63.862,-1.632,3912.255,3880.891,3883.382,3832.833,302702663,5049941271
306,sz399362,民企100,7331.387,40.359,0.554,7291.028,7275.507,7331.811,7275.507,278740026,11808085381
307,sz399363,国证算力,4521.222,-14.702,-0.324,4535.924,4523.276,4532.438,4503.69,122662919,5726167940
308,sz399364,消费100,9349.645,-6.909,-0.074,9356.554,9315.286,9355.377,9315.286,271651235,9902979405
309,sz399365,国证粮食,15132.973,5.487,0.036,15127.486,15137.971,15138.499,15108.842,42840284,639237463
310,sz399366,能源金属,2095.744,27.7,1.339,2068.044,2069.107,2096.658,2068.849,89429978,2950108921
311,sz399367,1000地产,3867.255,-10.933,-0.282,3878.188,3874.584,3878.554,3865.778,81132097,638941318
312,sz399368,国证军工,7569.326,-24.508,-0.323,7593.834,7580.639,7587.322,7567.734,50712717,1389654516
313,sz399369,国证责任,1603.072,3.275,0.205,1599.797,1597.392,1603.514,1597.107,276328937,4193316380
314,sz399370,国证成长,4907.43,3.748,0.076,4903.682,4887.516,4907.711,4887.516,631408110,20463376036
315,sz399371,国证价值,6212.962,5.375,0.087,6207.587,6195.291,6212.962,6189.989,1251082760,11712358222
316,sz399372,大盘成长,5063.837,11.055,0.219,5052.782,5032.01,5064.125,5032.01,262401681,11525893583
317,sz399373,大盘价值,7164.32,18.953,0.265,7145.367,7127.715,7164.382,7124.407,588964796,5731822839
318,sz399374,中盘成长,4823.178,2.548,0.053,4820.63,4811.08,4823.629,4805.974,118957067,3612582303
319,sz399375,中盘价值,5468.906,-6.093,-0.111,5474.999,5469.614,5469.614,5455.193,338934807,3466184087
320,sz399376,小盘成长,5697.716,-22.33,-0.39,5720.046,5707.892,5707.892,5686.085,250049362,5324900151
321,sz399377,小盘价值,6851.913,-18.386,-0.268,6870.299,6858.992,6858.992,6836.305,323183157,2514351296
322,sz399378,ESG 300,2610.269,5.786,0.222,2604.483,2599.286,2610.269,2599.245,856000030,17788482535
323,sz399379,国证基金,7830.495,-8.102,-0.103,7838.597,7824.432,7832.143,7816.981,4659947221,4578485332
324,sz399380,国证ETF,1545.615,-1.693,-0.109,1547.308,1544.293,1545.966,1542.746,4634683904,4549176707
325,sz399381,1000能源,2946.931,-5.118,-0.173,2952.049,2944.691,2947.051,2934.519,260940895,1545083107
326,sz399382,1000材料,2978.163,8.488,0.286,2969.675,2967.919,2978.364,2965.421,330348410,6224481303
327,sz399383,1000工业,2868.241,12.491,0.437,2855.75,2852.629,2868.241,2852.439,517810118,8020695413
328,sz399384,1000可选,3578.868,2.1,0.059,3576.768,3576.598,3581.762,3574.853,212552566,3162796590
329,sz399385,1000消费,13293.601,37.62,0.284,13255.981,13262.862,13295.749,13238.496,51342097,2091064889
330,sz399386,1000医药,7694.673,-51.997,-0.671,7746.67,7696.41,7715.218,7667.019,82856340,3613298911
331,sz399387,1000金融,4365.938,22.127,0.509,4343.811,4336.667,4366.13,4333.667,678701653,6584057408
332,sz399388,1000信息,4916.484,-24.536,-0.497,4941.02,4911.617,4923.371,4901.776,477530987,14399057866
333,sz399389,国证通信,3951.195,4.721,0.12,3946.474,3935.594,3952.519,3934.325,191319404,3298257233
334,sz399390,1000公用,2411.845,-7.222,-0.299,2419.067,2420.571,2420.571,2411.551,118130171,614575040
335,sz399391,投资时钟,3379.137,7.265,0.215,3371.872,3372.006,3379.826,3368.918,300105115,4968606033
336,sz399392,国证新兴,2691.344,3.3,0.123,2688.044,2677.85,2691.856,2677.802,460580043,15027997609
337,sz399393,国证地产,4168.507,-9.451,-0.226,4177.958,4175.079,4180.234,4166.834,103149828,782674563
338,sz399394,国证医药,11370.762,-79.878,-0.698,11450.64,11371.893,11401.321,11328.268,70953505,3318115050
339,sz399395,国证有色,6096.771,30.903,0.509,6065.868,6058.833,6098.134,6051.423,177295099,3684744865
340,sz399396,国证食品,26349.348,89.293,0.34,26260.055,26291.621,26362.418,26222.6,26462027,1596163691
341,sz399397,国证文化,2305.698,-26.277,-1.127,2331.975,2325.474,2326.134,2300.807,247768671,4419568704
342,sz399398,绩效指数,12070.244,-33.093,-0.273,12103.337,12061.561,12074.659,12033.871,81285114,3328618521
343,sz399399,中经GDP,7171.837,20.591,0.288,7151.246,7140.051,7171.837,7138.98,1038810994,18792657269
344,sz399400,大中盘,3740.179,5.849,0.157,3734.33,3725.842,3740.204,3725.408,1799567007,35205852700
345,sz399401,中小盘,4312.566,-8.041,-0.186,4320.607,4312.338,4313.621,4305.185,1821479748,26355561748
346,sz399402,周期100,3197.733,16.738,0.526,3180.995,3173.369,3197.733,3172.794,500213833,11012332130
347,sz399403,防御100,9262.138,5.941,0.064,9256.197,9249.02,9266.201,9238.49,167303394,4769223224
348,sz399404,大盘低波,5362.06,10.158,0.19,5351.902,5342.152,5362.625,5338.491,443108320,4431671895
349,sz399405,大盘高贝,2357.686,-2.488,-0.105,2360.174,2344.056,2358.758,2344.056,251233582,9505853016
350,sz399406,中盘低波,12225.536,-11.179,-0.091,12236.715,12233.604,12233.604,12207.841,376157989,3807578825
351,sz399407,中盘高贝,2636.082,6.316,0.24,2629.766,2625.27,2636.292,2623.432,153670705,4441005489
352,sz399408,小盘低波,14156.696,-24.85,-0.175,14181.546,14173.897,14173.897,14136.058,386027268,2986179121
353,sz399409,小盘高贝,5062.126,-10.477,-0.207,5072.603,5061.434,5065.231,5049.468,351951961,6906717402
354,sz399410,苏州率先,2112.729,5.152,0.244,2107.577,2098.943,2112.98,2098.305,66817046,1166303204
355,sz399411,红利100,3379.627,-5.269,-0.156,3384.896,3381.172,3381.172,3374.256,306387323,3085549756
356,sz399412,国证新能,3127.247,35.287,1.141,3091.96,3093.203,3127.303,3092.893,95783335,4993348660
357,sz399413,国证转债,153.351,-0.007,-0.005,153.358,153.362,153.439,153.334,18073433,3089823066
358,sz399415,I100,6815.989,-24.723,-0.361,6840.712,6830.831,6832.995,6806.313,109369167,3330369268
359,sz399416,I300,3557.553,-9.603,-0.269,3567.156,3562.725,3563.456,3551.482,146410369,3189353465
360,sz399417,新能源车,3384.842,41.088,1.229,3343.754,3341.451,3385.654,3341.451,76673136,4264803669
361,sz399418,国证国安,4177.332,-11.178,-0.267,4188.51,4173.835,4179.843,4169.371,384300057,9420349790
362,sz399419,国证高铁,1923.969,-5.249,-0.272,1929.218,1926.993,1927.329,1920.447,124019100,1155289380
363,sz399420,国证保证,1223.373,5.22,0.429,1218.153,1213.883,1223.373,1212.003,259698221,3620693997
364,sz399422,中关村A,3445.109,-15.607,-0.451,3460.716,3451.215,3451.489,3437.118,657905997,11671512137
365,sz399423,中关村50,2823.473,-5.035,-0.178,2828.508,2820.667,2828.99,2816.61,88110261,3304442638
366,sz399427,专利领先,2837.88,-0.928,-0.033,2838.808,2829.834,2839.783,2825.903,53680704,2040455125
367,sz399428,国证定增,3384.637,-7.214,-0.213,3391.851,3384.097,3386.017,3380.343,161329903,2316443871
368,sz399429,新丝路,1517.402,0.861,0.057,1516.541,1515.682,1517.42,1513.688,255949841,2599518268
369,sz399431,国证银行,6059.821,28.582,0.474,6031.239,6028.969,6061.256,6026.765,210298412,1449293985
370,sz399432,智能汽车,5731.244,46.813,0.824,5684.431,5680.557,5732.813,5680.363,57611019,3540890049
371,sz399433,国证交运,1882.05,0.739,0.039,1881.311,1884.696,1885.355,1879.489,131719226,1070963503
372,sz399434,国证传媒,1935.41,-21.996,-1.124,1957.406,1956.701,1958.877,1931.974,227576793,1943886824
373,sz399435,国证农牧,4850.208,-1.691,-0.035,4851.899,4846.289,4857.784,4837.38,53979981,763773954
374,sz399436,绿色煤炭,4091.205,16.351,0.401,4074.854,4078.839,4091.937,4076.95,76871284,577405819
375,sz399437,证券龙头,5668.961,0.54,0.01,5668.421,5641.284,5668.961,5625.566,264418640,3053972308
376,sz399438,绿色电力,1951.522,-5.928,-0.303,1957.45,1956.961,1956.961,1951.411,80072712,540377840
377,sz399439,国证油气,1755.294,-12.04,-0.681,1767.334,1760.787,1760.787,1750.458,278365243,1707004124
378,sz399440,国证钢铁,1315.329,0.402,0.031,1314.927,1315.829,1316.008,1311.848,59118729,568206714
379,sz399441,生物医药,3349.907,-41.194,-1.215,3391.101,3351.887,3362.069,3333.588,25831171,1926062003
380,sz399481,企债指数,126.309,0.0,0.0,126.309,126.309,126.309,126.309,24000,2070022
381,sz399550,央视50,7374.314,22.328,0.304,7351.986,7344.458,7376.053,7342.069,145352136,3735517808
382,sz399551,央视创新,8912.771,-3.97,-0.045,8916.741,8909.035,8923.327,8896.172,116241579,3426990584
383,sz399552,央视成长,8291.083,15.589,0.188,8275.494,8270.623,8295.229,8266.85,128266734,3304358700
384,sz399553,央视回报,8017.338,34.248,0.429,7983.09,7966.667,8022.609,7966.667,80451870,3123903243
385,sz399554,央视治理,7338.73,35.604,0.488,7303.126,7306.192,7340.181,7298.394,154817120,3502140282
386,sz399555,央视责任,4927.72,10.386,0.211,4917.334,4914.935,4928.497,4912.593,158725906,2718442758
387,sz399556,央视生态,2738.145,26.759,0.987,2711.386,2712.535,2738.629,2712.517,115535886,4909801641
388,sz399557,央视文化,1917.483,-22.148,-1.142,1939.631,1934.274,1934.611,1913.601,247768671,4419568704
389,sz399602,中小成长,1204.452,1.369,0.114,1203.083,1198.261,1204.579,1198.163,225752452,5510656044
390,sz399604,中小价值,2006.947,-5.371,-0.267,2012.318,2009.189,2009.628,2004.688,209684158,2555124876
391,sz399606,创业板R,2615.141,8.773,0.337,2606.368,2600.259,2616.188,2600.259,172333248,7047679997
392,sz399608,科技100,3361.866,15.086,0.451,3346.78,3338.368,3362.737,3337.664,230429707,8676683297
393,sz399610,TMT50,6304.246,-30.367,-0.479,6334.613,6303.646,6313.136,6291.225,191606748,4987941963
394,sz399611,中创100R,2669.625,11.64,0.438,2657.985,2651.821,2670.065,2651.4,275185058,10396267128
395,sz399612,中创100,2365.987,9.992,0.424,2355.995,2350.208,2366.377,2349.835,275185058,10396267128
396,sz399613,深证能源,3538.265,-9.709,-0.274,3547.974,3550.23,3550.23,3531.467,29803131,246765151
397,sz399614,深证材料,3375.808,17.097,0.509,3358.711,3359.957,3376.062,3356.933,198789942,4535044215
398,sz399615,深证工业,3676.472,32.157,0.882,3644.315,3641.944,3676.472,3641.508,220655466,5860769852
399,sz399616,深证可选,5577.1,13.924,0.25,5563.176,5567.835,5583.116,5567.152,135926502,1981164030
400,sz399617,深证消费,13680.105,35.065,0.257,13645.04,13648.058,13704.434,13614.601,15977219,831053857
401,sz399618,深证医药,11834.898,-33.297,-0.281,11868.195,11821.018,11868.948,11786.875,51675576,1923165905
402,sz399619,深证金融,6060.521,6.566,0.108,6053.955,6036.155,6061.181,6020.8,154710345,1789072058
403,sz399620,深证信息,4502.297,-30.987,-0.684,4533.284,4507.625,4511.106,4492.027,366342641,8937527811
404,sz399621,深证电信,3318.829,20.81,0.631,3298.019,3306.146,3322.637,3300.843,40130906,1358021609
405,sz399622,深证公用,1753.147,-2.95,-0.168,1756.097,1756.989,1758.641,1751.793,33596358,202902933
406,sz399623,中小基础,8276.322,5.195,0.063,8271.127,8253.875,8278.569,8251.359,766861732,13507274558
407,sz399624,中创400,2179.506,-5.378,-0.246,2184.884,2180.285,2180.821,2174.954,671185640,11892215444
408,sz399625,中创500,2077.314,2.484,0.12,2074.83,2070.013,2077.646,2069.83,946370698,22288482572
409,sz399626,中创成长,1691.314,4.204,0.249,1687.11,1680.85,1691.607,1680.85,301323866,10455202570
410,sz399627,中创价值,2243.123,-7.46,-0.331,2250.583,2246.665,2246.665,2238.373,366943577,5481607137
411,sz399628,700成长,2063.651,-1.198,-0.058,2064.849,2062.301,2065.094,2060.0,217448498,4457404055
412,sz399629,700价值,2567.242,-6.187,-0.24,2573.429,2572.731,2572.731,2564.13,357188562,3686826235
413,sz399630,1000成长,1529.68,3.138,0.206,1526.542,1521.86,1529.848,1521.86,532591713,14738702493
414,sz399631,1000价值,2071.262,-3.014,-0.145,2074.276,2072.977,2072.977,2068.585,799292495,9588800333
415,sz399632,深100EW,5142.152,1.246,0.024,5140.906,5124.499,5143.725,5124.499,366237667,11593847812
416,sz399633,深300EW,5531.481,-6.543,-0.118,5538.024,5526.216,5532.998,5520.296,785206793,20334998392
417,sz399634,中小等权,3839.465,3.715,0.097,3835.75,3826.755,3841.001,3824.937,268222424,7433975680
418,sz399635,创业板EW,1921.497,-4.016,-0.209,1925.513,1919.321,1923.067,1916.638,172333248,7047679997
419,sz399636,深证装备,4752.296,36.545,0.775,4715.751,4715.776,4753.167,4714.874,128809051,5172591492
420,sz399637,深证地产,2319.691,-3.65,-0.157,2323.341,2322.74,2323.292,2313.553,37968860,214231476
421,sz399638,深证环保,6390.618,93.018,1.477,6297.6,6299.523,6390.618,6299.271,81825665,4242365690
422,sz399639,深证大宗,2160.812,19.315,0.902,2141.497,2140.917,2160.906,2140.833,138731489,3663349628
423,sz399640,创业基础,2301.027,1.559,0.068,2299.468,2294.6,2302.171,2294.6,667896015,14536187967
424,sz399641,深证新兴,2312.413,4.805,0.208,2307.608,2301.289,2313.041,2301.205,489183489,15557073002
425,sz399642,中小新兴,2082.302,2.146,0.103,2080.156,2073.062,2083.605,2072.32,256454784,6631206442
426,sz399643,创业新兴,2920.817,7.9,0.271,2912.917,2905.005,2921.955,2905.005,203225723,7816828228
427,sz399644,深证时钟,3959.562,10.802,0.274,3948.76,3950.919,3963.309,3947.906,283859927,4372119371
428,sz399645,100低波,9797.208,11.218,0.115,9785.99,9776.848,9800.714,9776.324,214440308,4255672022
429,sz399646,深消费50,8702.778,27.065,0.312,8675.713,8681.701,8709.854,8678.05,81460659,2075864923
430,sz399647,深医药50,11583.618,-36.478,-0.314,11620.096,11569.395,11618.009,11536.459,45018948,1739223552
431,sz399648,深证GDP,10664.97,4.212,0.04,10660.758,10657.311,10667.941,10648.568,306633333,6844956799
432,sz399649,中小红利,3245.279,2.558,0.079,3242.721,3240.75,3246.937,3231.954,65595802,1170175425
433,sz399650,中小治理,2531.391,1.48,0.059,2529.911,2523.525,2534.065,2521.98,68258033,1501807902
434,sz399651,中小责任,1892.488,0.361,0.019,1892.127,1885.275,1893.626,1884.043,109999259,2362877749
435,sz399652,中创高新,3828.446,-23.375,-0.607,3851.821,3836.83,3841.672,3817.54,80463172,2903514963
436,sz399653,深证龙头,2680.982,12.076,0.452,2668.906,2664.137,2683.073,2664.137,177998813,5407172821
437,sz399654,深证文化,2613.997,-32.739,-1.237,2646.736,2642.482,2643.813,2606.715,323348909,4484529799
438,sz399655,深证绩效,11884.393,-9.928,-0.083,11894.321,11870.008,11891.817,11854.19,108994875,2930579201
439,sz399656,100绩效,6565.092,1.505,0.023,6563.587,6542.311,6567.944,6542.311,366237667,11593847812
440,sz399657,300绩效,6745.813,-6.583,-0.097,6752.396,6737.897,6748.746,6731.089,785206793,20334998392
441,sz399658,中小绩效,4459.622,2.225,0.05,4457.397,4445.404,4461.699,4443.497,268222424,7433975680
442,sz399659,深成指EW,4133.771,-4.742,-0.115,4138.513,4131.988,4134.872,4126.5,1203799672,25705287769
443,sz399660,中创EW,2476.557,1.718,0.069,2474.839,2466.922,2477.625,2466.842,275185058,10396267128
444,sz399661,深证低波,5588.457,-7.519,-0.134,5595.976,5591.234,5591.515,5581.648,284770861,4274697119
445,sz399662,深证高贝,1935.565,3.771,0.195,1931.794,1923.291,1935.756,1923.291,286743695,10782594130
446,sz399663,中小低波,1840.839,-2.861,-0.155,1843.7,1842.173,1842.173,1838.172,160324594,1966205056
447,sz399664,中小高贝,1210.731,2.047,0.169,1208.684,1205.507,1210.765,1205.234,206270884,6275609220
448,sz399665,中创低波,2040.399,-6.296,-0.308,2046.695,2043.473,2043.752,2036.733,439513720,7671908620
449,sz399666,中创高贝,1648.641,-0.116,-0.007,1648.757,1643.69,1649.02,1642.988,426488314,14240829285
450,sz399667,创业板G,3755.997,11.296,0.302,3744.701,3733.278,3758.742,3733.278,102377439,4802425935
451,sz399668,创业板V,3799.623,-9.541,-0.25,3809.164,3802.71,3808.64,3784.51,257416709,4248569848
452,sz399669,深证农业,10806.118,31.546,0.293,10774.572,10781.273,10813.381,10761.316,41789077,1110032627
453,sz399670,深周期50,3646.587,23.235,0.641,3623.352,3614.47,3646.587,3613.996,274575149,7603086561
454,sz399671,深防御50,8614.084,7.52,0.087,8606.564,8598.299,8622.073,8589.395,65716847,2130431312
455,sz399672,深红利50,4279.811,5.207,0.122,4274.604,4281.211,4282.257,4272.127,70361456,1348195380
456,sz399673,创业板50,2372.385,13.588,0.576,2358.797,2353.048,2372.508,2353.048,95259890,4423449509
457,sz399674,深A医药,2475.085,-7.76,-0.313,2482.845,2475.55,2480.778,2467.096,137050981,3053925783
458,sz399675,深互联网,3367.115,-25.809,-0.761,3392.924,3380.223,3384.518,3352.439,422244080,7200955802
459,sz399676,深医药EW,3684.693,-15.293,-0.413,3699.986,3696.409,3696.409,3678.306,137050981,3053925783
460,sz399677,深互联EW,4626.448,-37.234,-0.798,4663.682,4644.161,4650.324,4604.232,422244080,7200955802
461,sz399678,深次新股,738.262,-2.628,-0.355,740.89,738.632,738.779,736.708,33365252,1492652348
462,sz399679,深证200R,5014.667,-6.097,-0.121,5020.764,5012.041,5016.312,5002.898,418969126,8741150580
463,sz399680,深成能源,762.489,-0.576,-0.075,763.065,763.807,763.807,760.588,18543140,180388213
464,sz399681,深成材料,1166.047,5.844,0.504,1160.203,1160.668,1166.182,1159.656,185940713,4276457682
465,sz399682,深成工业,1641.558,15.774,0.97,1625.784,1624.65,1641.597,1624.438,147098127,4707790664
466,sz399683,深成可选,1609.09,5.325,0.332,1603.765,1604.961,1610.664,1604.848,123666829,1816396863
467,sz399684,深成消费,2765.716,7.956,0.288,2757.76,2760.062,2769.428,2751.76,29387832,947901052
468,sz399685,深成医药,2399.862,-6.84,-0.284,2406.702,2396.738,2406.391,2390.141,58765076,1930440849
469,sz399686,深成金融,1857.171,4.732,0.255,1852.439,1848.913,1857.619,1843.974,245338118,2490308052
470,sz399687,深成信息,2979.601,-20.879,-0.696,3000.48,2983.032,2985.096,2972.853,318240766,8059247643
471,sz399688,深成电信,1704.394,11.807,0.698,1692.587,1697.279,1706.102,1696.532,21249545,999503379
472,sz399689,深成公用,915.355,-1.078,-0.118,916.433,917.047,918.227,914.328,27245418,146931907
473,sz399690,中小专利,2622.863,-14.485,-0.549,2637.348,2628.729,2628.729,2618.471,41131200,739918221
474,sz399691,创业专利,2589.482,-9.199,-0.354,2598.681,2589.29,2592.811,2582.17,13413880,613448878
475,sz399692,创业低波,3690.992,-19.457,-0.524,3710.449,3703.538,3705.953,3682.784,247942616,4902434555
476,sz399693,安防产业,4461.292,-16.472,-0.368,4477.764,4458.326,4466.005,4443.92,123745348,2387885867
477,sz399694,创业高贝,3002.159,5.593,0.187,2996.566,2987.671,3002.379,2987.602,118849393,5306313877
478,sz399695,深证节能,2751.289,9.706,0.354,2741.583,2740.541,2751.385,2740.178,169808585,5773734908
479,sz399696,深证创投,2924.205,-0.516,-0.018,2924.721,2918.598,2924.793,2916.298,251931960,3861621886
480,sz399697,中关村60,4215.905,-32.411,-0.763,4248.316,4238.783,4239.09,4206.07,179471072,3672639686
481,sz399698,优势成长,32673.264,-179.502,-0.546,32852.766,32883.098,32883.098,32653.568,14368229,189022413
482,sz399699,金融科技,4005.454,-1.53,-0.038,4006.984,3992.535,4007.624,3986.618,192753879,3916207909
483,sz399701,深证F60,8093.922,16.292,0.202,8077.63,8074.426,8098.865,8069.735,234381031,4456087683
484,sz399702,深证F120,7428.128,9.523,0.128,7418.605,7414.844,7431.843,7410.313,480511046,8911787949
485,sz399703,深证F200,7241.356,8.613,0.119,7232.743,7228.976,7244.429,7226.104,715217187,12953564279
486,sz399704,深证上游,5406.072,45.436,0.848,5360.636,5362.516,5407.477,5360.483,154523678,3291125743
487,sz399705,深证中游,3129.085,10.321,0.331,3118.764,3110.533,3129.558,3109.443,297245649,9325032926
488,sz399706,深证下游,6738.771,-0.899,-0.013,6739.67,6728.514,6744.896,6722.982,211658554,6270526011
489,sz399707,CSSW证券,5413.971,10.368,0.192,5403.603,5390.523,5413.971,5372.982,389991047,3936019141
490,sz399802,500深市,5615.838,-13.227,-0.235,5629.065,5619.144,5619.675,5604.541,516547452,8334507078
491,sz399803,工业4.0,4144.899,-5.018,-0.121,4149.917,4136.482,4148.2,4132.806,123198978,5456614718
492,sz399804,中证体育,1861.705,-36.272,-1.911,1897.977,1887.002,1888.047,1855.922,127103640,2515084904
